엔티티변경구분코드,주제영역명,Owner,엔티티명,테이블명,엔티티설명,속성변경구분코드,속성명,컬럼명,PK순서,속성설명,기본값,NNULL구분코드,인포타입,DataType,자릿수,소숫점자릿수
C,CB,CMS,로그 접근 기록,CB_ACCESS_LOG,로그 접근 기록,C,액세스 시간,ACCESS_DATETIME,1,액세스 시간,,NN,,DATE,7,
C,CB,CMS,로그 접근 기록,CB_ACCESS_LOG,로그 접근 기록,C,사용자 아이디,USER_ID,2,사용자 아이디,,NN,,VARCHAR2,20,
C,CB,CMS,로그 접근 기록,CB_ACCESS_LOG,로그 접근 기록,C,URL,URL,3,URL,,NN,,VARCHAR2,1024,
C,CB,CMS,로그 접근 기록,CB_ACCESS_LOG,로그 접근 기록,C,액세스 IP,ACCESS_IP,,액세스 IP,,NN,,VARCHAR2,20,
C,CB,CMS,에이전트 구성정보,CB_AGENT,에이전트 구성정보,C,AGENT 아이디,AGENT_ID,1,AGENT 아이디,,NN,,VARCHAR2,10,
C,CB,CMS,에이전트 구성정보,CB_AGENT,에이전트 구성정보,C,AGENT 명,AGENT_NAME,,AGENT 명,,NN,,VARCHAR2,50,
C,CB,CMS,에이전트 구성정보,CB_AGENT,에이전트 구성정보,C,아이피어드레스P,IP_ADDRESS_P,,아이피어드레스P,,NN,,VARCHAR2,30,
C,CB,CMS,에이전트 구성정보,CB_AGENT,에이전트 구성정보,C,아이피어드레스_S,IP_ADDRESS_S,,아이피어드레스_S,,NNULL,,VARCHAR2,30,
C,CB,CMS,에이전트 구성정보,CB_AGENT,에이전트 구성정보,C,PG 아이디,PG_ID,,PG 아이디,,NN,,NUMBER,4,0
C,CB,CMS,에이전트 구성정보,CB_AGENT,에이전트 구성정보,C,포트,PORT,,포트,,NNULL,,NUMBER,,
C,CB,CMS,에이전트 구성정보,CB_AGENT,에이전트 구성정보,C,커뮤니티,COMMUNITY,,커뮤니티,,NNULL,,VARCHAR2,50,
C,CB,CMS,에이전트 구성정보,CB_AGENT,에이전트 구성정보,C,POLL_INTERVAL,POLL_INTERVAL,,POLL_INTERVAL,,NN,,NUMBER,,
C,CB,CMS,에이전트 구성정보,CB_AGENT,에이전트 구성정보,C,본부 아이디,BRANCH_ID,,본부 아이디,,NN,,NUMBER,4,0
C,CB,CMS,에이전트 구성정보,CB_AGENT,에이전트 구성정보,C,교환팀 아이디,MTSO_TEAM_ID,,교환팀 아이디,,NN,,NUMBER,4,0
C,CB,CMS,에이전트 구성정보,CB_AGENT,에이전트 구성정보,C,국사 아이디,MTSO_ID,,국사 아이디,,NN,,NUMBER,5,0
C,CB,CMS,에이전트 구성정보,CB_AGENT,에이전트 구성정보,C,SUB_국사 아이디,SUB_MTSO_ID,,SUB_국사 아이디,,NN,,NUMBER,5,0
C,CB,CMS,에이전트 구성정보,CB_AGENT,에이전트 구성정보,C,장비 타입,NE_TYPE,,장비 타입,,NN,,NUMBER,,
C,CB,CMS,에이전트 구성정보,CB_AGENT,에이전트 구성정보,C,제조사  아이디,VENDOR_ID,,제조사  아이디,,NN,,NUMBER,,
C,CB,CMS,에이전트 구성정보,CB_AGENT,에이전트 구성정보,C,상태,STATUS,,상태,,NN,,NUMBER,,
C,CB,CMS,에이전트 구성정보,CB_AGENT,에이전트 구성정보,C,업데이트  사용자 아이디,UPDATE_USER_ID,,업데이트  사용자 아이디,,NN,,VARCHAR2,10,
C,CB,CMS,에이전트 구성정보,CB_AGENT,에이전트 구성정보,C,설치 일시,INSTALL_DATETIME,,설치 일시,,NN,,DATE,7,
C,CB,CMS,에이전트 구성정보,CB_AGENT,에이전트 구성정보,C,갱신일자,UPDATE_DATETIME,,갱신일자,,NN,,DATE,7,
C,CB,CMS,에이전트 구성정보,CB_AGENT,에이전트 구성정보,C,상태 일시,STATUS_DATETIME,,상태 일시,,NN,,DATE,7,
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,AGGSN 아이디,AGGSN_ID,,AGGSN 아이디,,NN,,NUMBER,7,0
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,AGGSN 명,AGGSN_NAME,,AGGSN 명,,NNULL,,VARCHAR2,20,
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,아이피어드레스_P,IP_ADDRESS_P,,아이피어드레스_P,,NNULL,,VARCHAR2,30,
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,아이피어드레스_S,IP_ADDRESS_S,,아이피어드레스_S,,NNULL,,VARCHAR2,30,
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,EMS 아이디,EMS_ID,,EMS 아이디,,NNULL,,NUMBER,4,0
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,본부 아이디,BRANCH_ID,,본부 아이디,,NNULL,,NUMBER,4,0
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,교환팀 아이디,MTSO_TEAM_ID,,교환팀 아이디,,NNULL,,NUMBER,4,0
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,국사 아이디,MTSO_ID,,국사 아이디,,NNULL,,NUMBER,5,0
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,SUB_국사 아이디,SUB_MTSO_ID,,SUB_국사 아이디,,NNULL,,NUMBER,4,0
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,제조사  아이디,VENDOR_ID,,제조사  아이디,,NNULL,,NUMBER,4,0
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,버전,VERSION,,버전,,NNULL,,VARCHAR2,20,
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,지역,PLACE,,지역,,NNULL,,VARCHAR2,60,
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,설치 일시,INSTALL_DATETIME,,설치 일시,,NNULL,,DATE,7,
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,갱신일자,UPDATE_DATETIME,,갱신일자,,NNULL,,DATE,7,
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,업데이트  사용자 아이디,UPDATE_USER_ID,,업데이트  사용자 아이디,,NNULL,,VARCHAR2,10,
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,AGGSN 타이틀,AGGSN_TITLE,,AGGSN 타이틀,,NNULL,,VARCHAR2,10,
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,지역 아이디,LAREA_ID,,지역 아이디,,NNULL,,NUMBER,4,0
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,UCG,UCG,,UCG,,NNULL,,VARCHAR2,40,
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,IUX,IUX,,IUX,,NNULL,,VARCHAR2,40,
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,IPMS,IPMS,,IPMS,,NNULL,,VARCHAR2,40,
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,DNS_M,DNS_M,,DNS_M,,NNULL,,VARCHAR2,40,
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,DNS 아이피,DNS_IP,,DNS 아이피,,NNULL,,VARCHAR2,40,
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,OFF 상태,OFF_STATUS,,OFF 상태,,NNULL,,VARCHAR2,16,
C,CB,CMS,AGGSN 구성정보,CB_AGGSN,AGGSN 구성정보,C,OFF 일자,OFF_DATE,,OFF 일자,,NNULL,,DATE,7,
C,CB,CMS,APN 구성정보,CB_APN,APN 구성정보,C,APN 아이디,APN_ID,1,APN 아이디,,NN,,NUMBER,7,0
C,CB,CMS,APN 구성정보,CB_APN,APN 구성정보,C,APN 명,APN_NAME,,APN 명,,NNULL,,VARCHAR2,20,
C,CB,CMS,APN 구성정보,CB_APN,APN 구성정보,C,APN 아이피,APN_IP,,APN 아이피,,NNULL,,VARCHAR2,30,
C,CB,CMS,APN 구성정보,CB_APN,APN 구성정보,C,APN 타입,APN_TYPE,,APN 타입,,NNULL,,NUMBER,1,0
C,CB,CMS,APN 구성정보,CB_APN,APN 구성정보,C,APN URL,APN_URL,,APN URL,,NNULL,,VARCHAR2,100,
C,CB,CMS,APN 구성정보,CB_APN,APN 구성정보,C,설치 일시,INSTALL_DATETIME,,설치 일시,,NNULL,,DATE,7,
C,CB,CMS,AUC 구성정보,CB_AUC,AUC 구성정보,C,AUC 아이디,AUC_ID,1,AUC 아이디,,NN,,NUMBER,4,0
C,CB,CMS,AUC 구성정보,CB_AUC,AUC 구성정보,C,AUC 명,AUC_NAME,,AUC 명,,NNULL,,VARCHAR2,30,
C,CB,CMS,AUC 구성정보,CB_AUC,AUC 구성정보,C,아이피어드레스_P,IP_ADDRESS_P,,아이피어드레스_P,,NNULL,,VARCHAR2,30,
C,CB,CMS,AUC 구성정보,CB_AUC,AUC 구성정보,C,아이피어드레스_S,IP_ADDRESS_S,,아이피어드레스_S,,NNULL,,VARCHAR2,30,
C,CB,CMS,AUC 구성정보,CB_AUC,AUC 구성정보,C,OID,OID,,OID,,NNULL,,VARCHAR2,50,
C,CB,CMS,AUC 구성정보,CB_AUC,AUC 구성정보,C,MIB_버전,MIB_VERSION,,MIB_버전,,NNULL,,VARCHAR2,50,
C,CB,CMS,AUC 구성정보,CB_AUC,AUC 구성정보,C,본부 아이디,BRANCH_ID,,본부 아이디,,NNULL,,NUMBER,4,0
C,CB,CMS,AUC 구성정보,CB_AUC,AUC 구성정보,C,교환팀 아이디,MTSO_TEAM_ID,,교환팀 아이디,,NNULL,,NUMBER,4,0
C,CB,CMS,AUC 구성정보,CB_AUC,AUC 구성정보,C,국사 아이디,MTSO_ID,,국사 아이디,,NNULL,,NUMBER,5,0
C,CB,CMS,AUC 구성정보,CB_AUC,AUC 구성정보,C,SUB_국사 아이디,SUB_MTSO_ID,,SUB_국사 아이디,,NNULL,,NUMBER,5,0
C,CB,CMS,AUC 구성정보,CB_AUC,AUC 구성정보,C,설치 일시,INSTALL_DATETIME,,설치 일시,,NNULL,,DATE,7,
C,CB,CMS,AUC 구성정보,CB_AUC,AUC 구성정보,C,갱신일자,UPDATE_DATETIME,,갱신일자,,NNULL,,DATE,7,
C,CB,CMS,AUC 구성정보,CB_AUC,AUC 구성정보,C,업데이트  사용자 아이디,UPDATE_USER_ID,,업데이트  사용자 아이디,,NNULL,,VARCHAR2,10,
C,CB,CMS,보드 구성정보,CB_BOARD,보드 구성정보,C,시리얼_NO,SERIAL_NO,1,시리얼_NO,,NN,,VARCHAR2,32,
C,CB,CMS,보드 구성정보,CB_BOARD,보드 구성정보,C,제조사  아이디,VENDOR_ID,2,제조사  아이디,,NN,,NUMBER,5,0
C,CB,CMS,보드 구성정보,CB_BOARD,보드 구성정보,C,기지국 고유 아이디,C_UID,,기지국 고유 아이디,,NNULL,,VARCHAR2,10,
C,CB,CMS,보드 구성정보,CB_BOARD,보드 구성정보,C,BAY_NO,BAY_NO,,BAY_NO,,NNULL,,NUMBER,2,0
C,CB,CMS,보드 구성정보,CB_BOARD,보드 구성정보,C,슬롯_NO,SLOT_NO,,슬롯_NO,,NNULL,,NUMBER,2,0
C,CB,CMS,보드 구성정보,CB_BOARD,보드 구성정보,C,보드 타입,BOARD_TYPE,,보드 타입,,NNULL,,NUMBER,2,0
C,CB,CMS,보드 구성정보,CB_BOARD,보드 구성정보,C,보드명,BOARD_NAME,,보드명,,NNULL,,VARCHAR2,20,
C,CB,CMS,보드 구성정보,CB_BOARD,보드 구성정보,C,보드 주석,BOARD_DESC,,보드 주석,,NNULL,,VARCHAR2,50,
C,CB,CMS,본부 구성정보,CB_BRANCH,본부 구성정보,C,본부 아이디,BRANCH_ID,,본부 아이디,,NN,,NUMBER,4,0
C,CB,CMS,본부 구성정보,CB_BRANCH,본부 구성정보,C,본부명,BRANCH_NAME,,본부명,,NNULL,,VARCHAR2,20,
C,CB,CMS,본부 구성정보,CB_BRANCH,본부 구성정보,C,전화번호,TEL_NO,,전화번호,,NNULL,,VARCHAR2,20,
C,CB,CMS,본부 구성정보,CB_BRANCH,본부 구성정보,C,팩스_NO,FAX_NO,,팩스_NO,,NNULL,,VARCHAR2,20,
C,CB,CMS,본부 구성정보,CB_BRANCH,본부 구성정보,C,주소,ADDRESS,,주소,,NNULL,,VARCHAR2,60,
C,CB,CMS,본부 구성정보,CB_BRANCH,본부 구성정보,C,ORG_코드,ORG_CODE,,ORG_코드,,NNULL,,NUMBER,5,0
C,CB,CMS,본부 구성정보,CB_BRANCH,본부 구성정보,C,ORG명,ORG_NAME,,ORG명,,NNULL,,VARCHAR2,20,
C,CB,CMS,본부 구성정보,CB_BRANCH_100122,본부 구성정보,C,본부 아이디,BRANCH_ID,,본부 아이디,,NN,,NUMBER,4,0
C,CB,CMS,본부 구성정보,CB_BRANCH_100122,본부 구성정보,C,본부명,BRANCH_NAME,,본부명,,NNULL,,VARCHAR2,20,
C,CB,CMS,본부 구성정보,CB_BRANCH_100122,본부 구성정보,C,전화번호,TEL_NO,,전화번호,,NNULL,,VARCHAR2,20,
C,CB,CMS,본부 구성정보,CB_BRANCH_100122,본부 구성정보,C,팩스_NO,FAX_NO,,팩스_NO,,NNULL,,VARCHAR2,20,
C,CB,CMS,본부 구성정보,CB_BRANCH_100122,본부 구성정보,C,주소,ADDRESS,,주소,,NNULL,,VARCHAR2,60,
C,CB,CMS,본부 구성정보,CB_BRANCH_100122,본부 구성정보,C,ORG_코드,ORG_CODE,,ORG_코드,,NNULL,,NUMBER,5,0
C,CB,CMS,본부 구성정보,CB_BRANCH_100122,본부 구성정보,C,ORG명,ORG_NAME,,ORG명,,NNULL,,VARCHAR2,20,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,기지국 고유 아이디,C_UID,1,기지국 고유 아이디,,NN,,VARCHAR2,10,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,교환기 아이디,MSC_ID,,교환기 아이디,,NN,,NUMBER,7,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,기지국 아이디,BTS_ID,,기지국 아이디,,NN,,NUMBER,4,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,BSC 아이디,BSC_ID,,BSC 아이디,,NN,,NUMBER,4,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,제조사  아이디,VENDOR_ID,,제조사  아이디,,NNULL,,NUMBER,2,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,기지국명,BTS_NAME,,BTS명,,NNULL,,VARCHAR2,50,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,BASE 아이디,BASE_ID,,BASE 아이디,,NNULL,,NUMBER,5,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,본부 아이디,BRANCH_ID,,본부 아이디,,NNULL,,NUMBER,4,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,운영팀 아이디,OPTEAM_ID,,운영팀 아이디,,NNULL,,NUMBER,4,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,지역 아이디,REGION_ID,,지역 아이디,,NNULL,,NUMBER,4,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,파트 아이디,PART_ID,,파트 아이디,,NNULL,,NUMBER,4,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,시설_코드,SISUL_CODE,,시설_코드,,NNULL,,CHAR,9,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,설치 일자,INSTALL_DATE,,설치 일자,,NNULL,,DATE,7,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,갱신일자,UPDATE_DATE,,갱신일자,,NNULL,,DATE,7,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,업데이트  사용자 아이디,UPDATE_USER_ID,,업데이트  사용자 아이디,,NNULL,,VARCHAR2,20,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,기지국 타입,BTS_TYPE,,기지국 타입,,NNULL,,NUMBER,1,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,기지국 유형,BTS_FORMAT,,기지국 유형,,NNULL,,NUMBER,3,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,서비스 타입,SERVICE_TYPE,,서비스 타입,,NNULL,,NUMBER,3,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,카드 타입,CARD_TYPE,,카드 타입,,NNULL,,NUMBER,1,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,셀 타입,CELL_TYPE,,셀 타입,,NNULL,,VARCHAR2,32,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,섹터 번호,SECTOR_NUM,,섹터 번호,,NNULL,,NUMBER,3,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,카드 번호,CARD_NUM,,카드 번호,,NNULL,,NUMBER,3,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,PN_알파,PN_ALPHA,,PN_알파,,NNULL,,NUMBER,3,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,PN_베타,PN_BETA,,PN_베타,,NNULL,,NUMBER,3,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,PN_감마,PN_GAMMA,,PN_감마,,NNULL,,NUMBER,3,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,종합 FA,TOT_FA,,종합 FA,,NNULL,,NUMBER,3,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,TCE_FA,TCE_FA,,TCE_FA,,NNULL,,NUMBER,3,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,비콘_FA,BEACON_FA,,비콘_FA,,NNULL,,NUMBER,3,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,EVDO_FA,EVDO_FA,,EVDO_FA,,NNULL,,NUMBER,3,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,카드 CEMA 번호,CARD_CEMA_NUM,,카드 CEMA 번호,,NNULL,,NUMBER,3,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,카드 CEDA 번호,CARD_CEDA_NUM,,카드 CEDA 번호,,NNULL,,NUMBER,3,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,종합 TCE,TOT_TCE,,종합 TCE,,NNULL,,NUMBER,4,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,작업_TCE,WORK_TCE,,작업_TCE,,NNULL,,NUMBER,4,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,비콘_TCE,BEACON_TCE,,비콘_TCE,,NNULL,,NUMBER,3,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,포스트1,POST1,,포스트1,,NNULL,,CHAR,3,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,포스트2,POST2,,포스트2,,NNULL,,CHAR,3,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,도시명,CITY,,도시명,,NNULL,,VARCHAR2,20,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,구,GU,,구,,NNULL,,VARCHAR2,30,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,동,DONG,,동,,NNULL,,VARCHAR2,50,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,분기,BUNGI,,분기,,NNULL,,VARCHAR2,60,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,분기1,BUNGI1,,분기1,,NNULL,,VARCHAR2,60,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,분기2,BUNGI2,,분기2,,NNULL,,VARCHAR2,10,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,분기3,BUNGI3,,분기3,,NNULL,,VARCHAR2,10,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,고도,ALTITUDE,,고도,,NNULL,,VARCHAR2,20,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,HEIGHT,HEIGHT,,HEIGHT,,NNULL,,NUMBER,10,2
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,LATITUDE,LATITUDE,,LATITUDE,,NNULL,,VARCHAR2,20,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,경도,LONGITUDE,,경도,,NNULL,,VARCHAR2,20,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,LATITUDE_NORM,LATITUDE_NORM,,LATITUDE_NORM,,NNULL,,NUMBER,14,3
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,경도_NORM,LONGITUDE_NORM,,경도_NORM,,NNULL,,NUMBER,14,3
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,GPS 플래그,GPS_FLAG,,GPS 플래그,,NNULL,,NUMBER,1,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,지역 정보,AREA_INFO,,지역 정보,,NNULL,,VARCHAR2,60,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,메인터넌스_그룹,MAINTENANCE_GROUP,,메인터넌스_그룹,,NNULL,,VARCHAR2,20,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,회사  아이디,COMPANY_ID,,회사  아이디,,NNULL,,NUMBER,4,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,팀 아이디,MATEAM_ID,,팀 아이디,,NNULL,,NUMBER,4,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,파트아이디,MAPART_ID,,파트아이디,,NNULL,,NUMBER,4,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,운영자,OPERATOR,,운영자,,NNULL,,VARCHAR2,20,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,운영자,MAOPERATOR,,운영자,,NNULL,,VARCHAR2,20,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,MOBILE 번호,MOBILE_NUM,,MOBILE 번호,,NNULL,,VARCHAR2,20,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,전화번호,TEL_NUM,,전화번호,,NNULL,,VARCHAR2,20,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,팩스 번호,FAX_NUM,,팩스 번호,,NNULL,,VARCHAR2,20,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,TRROOM명,TRROOM_NAME,,TRROOM명,,NNULL,,VARCHAR2,32,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,TR팀명,TRTEAM_NAME,,TR팀명,,NNULL,,VARCHAR2,32,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,TRROOM_TEL 번호,TRROOM_TEL_NUM,,TRROOM_TEL 번호,,NNULL,,VARCHAR2,20,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,PBSC 아이디,PBSC_ID,,PBSC 아이디,,NNULL,,NUMBER,2,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,MZ회사 ,MZCOMPANY,,MZ회사 ,,NNULL,,VARCHAR2,30,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,인 플로어,IN_FLOOR,,인 플로어,,NNULL,,VARCHAR2,10,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,종합 플로어,TOT_FLOOR,,종합 플로어,,NNULL,,VARCHAR2,10,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,서비스_플로어,SERVICE_FLOOR,,서비스_플로어,,NNULL,,VARCHAR2,20,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,인도어,INDOOR,,인도어,,NNULL,,NUMBER,1,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,SGSN 아이디,SGSN_ID,,SGSN 아이디,,NNULL,,NUMBER,7,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,RNC 아이디,RNC_ID,,RNC 아이디,,NNULL,,NUMBER,5,0
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,위치코드,LOC_CODE,,위치코드,,NNULL,,VARCHAR2,20,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,위치명,LOC_NAME,,위치명,,NNULL,,VARCHAR2,40,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,PCSM_알파_0,PCSM_ALPHA_0,,PCSM_알파_0,,NNULL,,NUMBER,,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,PCSM_알파_1,PCSM_ALPHA_1,,PCSM_알파_1,,NNULL,,NUMBER,,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,PCSM_알파_2,PCSM_ALPHA_2,,PCSM_알파_2,,NNULL,,NUMBER,,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,PCSM_알파_3,PCSM_ALPHA_3,,PCSM_알파_3,,NNULL,,NUMBER,,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,PCSM_베타_0,PCSM_BETA_0,,PCSM_베타_0,,NNULL,,NUMBER,,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,PCSM_베타_1,PCSM_BETA_1,,PCSM_베타_1,,NNULL,,NUMBER,,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,PCSM_베타_2,PCSM_BETA_2,,PCSM_베타_2,,NNULL,,NUMBER,,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,PCSM_베타_3,PCSM_BETA_3,,PCSM_베타_3,,NNULL,,NUMBER,,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,PCSM_감마_0,PCSM_GAMMA_0,,PCSM_감마_0,,NNULL,,NUMBER,,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,PCSM_감마_1,PCSM_GAMMA_1,,PCSM_감마_1,,NNULL,,NUMBER,,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,PCSM_감마_2,PCSM_GAMMA_2,,PCSM_감마_2,,NNULL,,NUMBER,,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,PCSM_감마_3,PCSM_GAMMA_3,,PCSM_감마_3,,NNULL,,NUMBER,,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,PCSM_델타_0,PCSM_DELTA_0,,PCSM_델타_0,,NNULL,,NUMBER,,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,PCSM_엡실론_0,PCSM_EPSILON_0,,PCSM_엡실론_0,,NNULL,,NUMBER,,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,PCSM_제타_0,PCSM_ZETA_0,,PCSM_제타_0,,NNULL,,NUMBER,,
C,CB,CMS,기지국 구성정보,CB_BTS,기지국 구성정보,C,PCSM_제타_1,PCSM_ZETA_1,,PCSM_제타_1,,NNULL,,NUMBER,,
